Builder,Pedal,Catalog Type,Pedal Info,Picture,PRP Complete,Research Record
BOSS,MT-2 Metal Zone,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 111/MT-2 Metal Zone.md
BOSS,MT-2W Metal Zone,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 111/MT-2W Metal Zone.md
BOSS,OD-1X OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/OD-1X OverDrive.md
BOSS,OD-200 Hybrid Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/OD-200 Hybrid Drive.md
BOSS,OD-3 OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/OD-3 OverDrive.md
BOSS,OS-2 OverDrive/Distortion,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/OS-2 OverDrive/Distortion.md
BOSS,SD-1 SUPER OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/SD-1 SUPER OverDrive.md
BOSS,SD-1W SUPER OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 111/SD-1W SUPER OverDrive.md
BOSS,ST-2 Power Stack,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 111/ST-2 Power Stack.md
Boulevard,BDT-10 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 114/bdt-10-distortion.md
Boulevard,BOD-10 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 114/bod-10-overdrive.md
Boulevard Effects,Darkship,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 114/darkship.md
Bouteek,Distorter - Preamp,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 114/distorter-preamp.md
Bouteek,Overdriver - Preamp,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 114/overdriver-preamp.md
Bouteek,Twin Drive and Boost - Ultimate Drive with Fuzz Inject,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 114/twin-drive-and-boost-ultimate-drive-with-fuzz-inject.md
Bowman Audio Endeavors,Bellyacher,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 114/bellyacher.md
Bowman Audio Endeavors,Odious Fuzz Octave,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 114/odious-fuzz-octave.md
Bowman Audio Endeavors,Satan's Fingers Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 114/satan-s-fingers-fuzz.md
Bowman Audio Endeavors,The Bowman Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 114/the-bowman-overdrive.md
BoX,Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 115/box-distortion.md
BR Tech,BR-1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 115/br-tech-br-1-distortion.md
BR Tech,Up Scream,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 115/br-tech-up-scream.md
Braking Train Pedals,Frequency Control Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/braking-train-pedals-frequency-control-fuzz.md
Brantone Electronics,Blue Meanie - Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-blue-meanie-germanium-fuzz.md
Brantone Electronics,Green Manalishi Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-green-manalishi-overdrive.md
Brantone Electronics,Tonemaster Mk1.5 Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-tonemaster-mk1-5-germanium-fuzz.md
Brantone Electronics,ToneMaster Mk2 Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-tonemaster-mk2-germanium-fuzz.md
Brantone Electronics,Vintage Tweed Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-vintage-tweed-overdrive.md
Brantone Electronics,WEM Pepbox - Official Reissue,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-wem-pepbox-official-reissue.md
Brantone Electronics,Woodstock - Silicon Fuzz Face,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/brantone-electronics-woodstock-silicon-fuzz-face.md
Breakfast Audio,SLAB DISTORTION,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 115/breakfast-audio-slab-distortion.md
Breakfast Audio,WELTSCHMERZ FUZZ,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 115/breakfast-audio-weltschmerz-fuzz.md
BreakFuzz,Surly Fuzz Germanium,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 116/breakfuzz-surly-fuzz-germanium.md
BreakFuzz,Surly Fuzz Germanium Low Gain,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 116/breakfuzz-surly-fuzz-germanium-low-gain.md
BreakFuzz,Surly Fuzz Silicon BC183,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 116/breakfuzz-surly-fuzz-silicon-bc183.md
Brière Pedals,Distodrive,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 117/bri-re-pedals-distodrive.md
Brière Pedals,Drive Factory,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 117/bri-re-pedals-drive-factory.md
Brimstone Audio,BL-1 Basilisk,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 117/brimstone-audio-bl-1-basilisk.md
Brimstone Audio,XD-1 Crossover Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 117/brimstone-audio-xd-1-crossover-distortion.md
British Pedal Company,Rangemaster Fuzzbug MkII,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/british-pedal-company-rangemaster-fuzzbug-mkii.md
British Pedal Company,Tone Bender Mk1.5,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/british-pedal-company-tone-bender-mk1-5.md
British Pedal Company,Tone Bender MkI,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/british-pedal-company-tone-bender-mki.md
British Pedal Company,Tone Bender Professional MkII,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/british-pedal-company-tone-bender-professional-mkii.md
British Pedal Company,WEM Pep Box,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/british-pedal-company-wem-pep-box.md
Brotech Electronics,Fatpipe Blues,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 118/brotech-electronics-fatpipe-blues.md
Brotech Electronics,Fatpipe Pro,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 118/brotech-electronics-fatpipe-pro.md
Broughton Audio,Ascalon,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-ascalon.md
Broughton Audio,Azure Drive 10th,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-azure-drive-10th.md
Broughton Audio,Calamity,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-calamity.md
Broughton Audio,DYSTOPIA,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-dystopia.md
Broughton Audio,Evergreen Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-evergreen-overdrive.md
Broughton Audio,Firebrand Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-firebrand-fuzz.md
Broughton Audio,Fliptop,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/broughton-audio-fliptop.md
Broughton Audio,Helion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-helion.md
Broughton Audio,Locust Star,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-locust-star.md
Broughton Audio,Maestro,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-maestro.md
Broughton Audio,Phase Locked Loop,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-phase-locked-loop.md
Broughton Audio,Scorpion,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-scorpion.md
Broughton Audio,Scorpion Deluxe,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-scorpion-deluxe.md
Broughton Audio,Sentinel,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-sentinel.md
Broughton Audio,Silver Deluxe,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-silver-deluxe.md
Broughton Audio,Sunder Fuzz 10th,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-sunder-fuzz-10th.md
Broughton Audio,Sunray,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-sunray.md
Broughton Audio,SV-Pre,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-sv-pre.md
Broughton Audio,Terraformer,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 119/broughton-audio-terraformer.md
Browne Amplification,Alkene - Nashville Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 120/browne-amplification-alkene-nashville-drive.md
Browne Amplification,Atom - Nashville Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 120/browne-amplification-atom-nashville-drive.md
Browne Amplification,Carbon X Dual Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 120/browne-amplification-carbon-x-dual-overdrive.md
Browne Amplification,Ethane Dual Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 121/browne-amplification-ethane-dual-overdrive.md
Browne Amplification,Gritador Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 121/browne-amplification-gritador-overdrive.md
Browne Amplification,Protein Dual Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 121/browne-amplification-protein-dual-overdrive.md
Browne Amplification,Protein Dual Overdrive V2.2,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 122/browne-amplification-protein-dual-overdrive-v2-2.md
Browne Amplification,Protein Dual Overdrive V3,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 122/browne-amplification-protein-dual-overdrive-v3.md
Browne Amplification,Protein Dual Overdrive V4,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 122/browne-amplification-protein-dual-overdrive-v4.md
Browne Amplification,T4 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 122/browne-amplification-t4-fuzz.md
Browne Amplification,The ALKENE Nashville Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 123/browne-amplification-the-alkene-nashville-overdrive.md
Browne Amplification,The Carbon,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 123/browne-amplification-the-carbon.md
Browne Amplification,The Carbon - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 123/browne-amplification-the-carbon-overdrive.md
Browne Amplification,The Gritador,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 123/browne-amplification-the-gritador.md
Browne Amplification,The Protein - Dual Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 124/browne-amplification-the-protein-dual-overdrive.md
Browne Amplification,The Protein v2,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 124/browne-amplification-the-protein-v2.md
Browne Amplification,The Protein v3,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 124/browne-amplification-the-protein-v3.md
Browne Amplification,The Protein v4,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 124/browne-amplification-the-protein-v4.md
Bruce Bennett Music Labs,Brown Sound,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 125/bruce-bennett-music-labs-brown-sound.md
Bruce Bennett Music Labs,Lowball,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 125/bruce-bennett-music-labs-lowball.md
Brunetti,Burning Box,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 125/brunetti-burning-box.md
Brunetti,Mercury Box,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 125/brunetti-mercury-box.md
Brunetti,Mercury Box 2,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 126/brunetti-mercury-box-2.md
Brunetti,Overtone,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 126/brunetti-overtone.md
Brunetti,Overtone 2,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 126/brunetti-overtone-2.md
Brunetti,Super Lead Plexi - SuperDrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 126/brunetti-super-lead-plexi-superdrive.md
Brunetti,Taxi Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 125/brunetti-taxi-drive.md
Brunetti,Vanilla - Soft Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 125/brunetti-vanilla-soft-drive.md
Bruno,BOD-1,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 125/bruno-bod-1.md
BSM,FassBender Fuzz Machine,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 125/bsm-fassbender-fuzz-machine.md
BSM,FuzzBender Fuzz Machine,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 116/bsm-fuzzbender-fuzz-machine.md
BSM,J-Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/bsm-j-fuzz.md
BSM,Overdrive Supreme,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 117/bsm-overdrive-supreme.md
BSM,Spectrum Fuzz Booster,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 117/bsm-spectrum-fuzz-booster.md
BSQ Effects,BO-2 Bulls On - Overdrive/Compressor,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/bsq-effects-bo-2-bulls-on-overdrive-compressor.md
BSQ Effects,DM-2 Dynamite - Overdrive/Compressor,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/bsq-effects-dm-2-dynamite-overdrive-compressor.md
BSQ Effects,MS-2 Mean Street - Distortion + Booster,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 118/bsq-effects-ms-2-mean-street-distortion-booster.md
BSQ Effects,SB-1 Scuttle Buttin' - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 118/bsq-effects-sb-1-scuttle-buttin-overdrive.md
Budda,Om Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/budda-om-overdrive.md
Budda,Phatbass,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/budda-phatbass.md
Budda,Phatman,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/budda-phatman.md
Budda,Zenman,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/budda-zenman.md
Buffalo FX,Bender MkII,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 127/buffalo-fx-bender-mkii.md
Buffalo FX,Carrera Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/buffalo-fx-carrera-overdrive.md
Buffalo FX,CVIII - BC108 Silicon Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 127/buffalo-fx-cviii-bc108-silicon-fuzz.md
Buffalo FX,Evolution - 4 Stage Overdrive/Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/buffalo-fx-evolution-4-stage-overdrive-distortion.md
Buffalo FX,Fuzz Face Ge,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-fuzz-face-ge.md
Buffalo FX,Fuzz Face Si,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-fuzz-face-si.md
Buffalo FX,Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-germanium-fuzz.md
Buffalo FX,M-1 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-m-1-fuzz.md
Buffalo FX,Patriot,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-patriot.md
Buffalo FX,RH-X Rams Head - NOS BC239c,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-rh-x-rams-head-nos-bc239c.md
Buffalo FX,Stiletto Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-stiletto-fuzz.md
Buffalo FX,Supa Driver,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-supa-driver.md
Buffalo FX,Tonebender Mk3,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 128/buffalo-fx-tonebender-mk3.md
BuGGFX Pedals,Raincoat,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/buggfx-pedals-raincoat.md
Build Your Own Clone,250+,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 127/build-your-own-clone-250.md
Build Your Own Clone,855 Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 128/build-your-own-clone-855-drive.md
Build Your Own Clone,B.G. Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 129/b-g-fuzz.md
Build Your Own Clone,Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 129/bass-overdrive.md
Build Your Own Clone,Bender Clone,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 129/bender-clone.md
Build Your Own Clone,Blue Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 129/blue-overdrive.md
Build Your Own Clone,British Blues Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 129/british-blues-overdrive.md
Build Your Own Clone,Classic Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 129/classic-overdrive.md
Build Your Own Clone,Crown Jewel,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 129/crown-jewel.md
Build Your Own Clone,E.S.V. Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 129/e-s-v-fuzz.md
Build Your Own Clone,El Distorto Segundo,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 129/el-distorto-segundo.md
Build Your Own Clone,Fuzz Clone,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 129/fuzz-clone.md
Build Your Own Clone,Green Pony,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 130/green-pony.md
Build Your Own Clone,Leeds Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/leeds-fuzz.md
Build Your Own Clone,Li'l Beaver (NYC),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-beaver-nyc.md
Build Your Own Clone,Li'l Beaver (Opamp),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-beaver-opamp.md
Build Your Own Clone,Li'l Beaver (Ram's Head),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-beaver-ram-s-head.md
Build Your Own Clone,Li'l Beaver (Russian),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-beaver-russian.md
Build Your Own Clone,Li'l Beaver (Triangle),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-beaver-triangle.md
Build Your Own Clone,Li'l Breaker,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-breaker.md
Build Your Own Clone,Li'l Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-fuzz.md
Build Your Own Clone,Li'l Gray OD,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 130/li-l-gray-od.md
Build Your Own Clone,Li'l Modified Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/li-l-modified-overdrive.md
Build Your Own Clone,Li'l Mouse,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 131/li-l-mouse.md
Build Your Own Clone,Li'l Yellow OD,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/li-l-yellow-od.md
Build Your Own Clone,Mighty Mouse,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 131/mighty-mouse.md
Build Your Own Clone,Orange Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 131/orange-distortion.md
Build Your Own Clone,Overdrive 2,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/overdrive-2.md
Build Your Own Clone,Parametric Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/parametric-overdrive.md
Build Your Own Clone,Screamer Clone,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/screamer-clone.md
Build Your Own Clone,Shredder,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 131/shredder.md
Build Your Own Clone,Silver Pony,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 131/silver-pony.md
Build Your Own Clone,The Full Circle Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/the-full-circle-bass-fuzz.md
Build Your Own Clone,The Large Beaver,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/the-large-beaver.md
Build Your Own Clone,The Mimosa,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 132/the-mimosa.md
Build Your Own Clone,The Swede,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 132/the-swede.md
Build Your Own Clone,Yellow Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 132/yellow-overdrive.md
Bulinski Effect Pedals,Deluxe Velociraptor Diode Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/deluxe-velociraptor-diode-bass-fuzz.md
Bulinski Effect Pedals,Filth Foundry Guitar Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/filth-foundry-guitar-fuzz.md
Bulinski Effect Pedals,Gnarly Bee,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/gnarly-bee.md
Bulinski Effect Pedals,Hard 80 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 132/hard-80-distortion.md
Bulinski Effect Pedals,RC Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 132/rc-bass-fuzz.md
Bulinski Effect Pedals,Velociraptor Diode Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 133/velociraptor-diode-bass-fuzz.md
Buzzing Bugs Audio Devices,BB01 Fuzz Pre-Amp,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 133/bb01-fuzz-pre-amp.md
Buzzing Bugs Audio Devices,BB02 Percolator Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 133/bb02-percolator-fuzz.md
Buzzing Bugs Audio Devices,BB04 Full Range Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 133/bb04-full-range-drive.md
Buzzing Bugs Audio Devices,Bolster,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 133/bolster.md
Buzzing Bugs Audio Devices,Mortal Joy - Los Campesinos! Collaboration,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 133/mortal-joy-los-campesinos-collaboration.md
Byron Amplification,Blood Drive Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 133/blood-drive-overdrive.md
Byron Amplification,Cabeza Borradora Octave Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 133/cabeza-borradora-octave-fuzz.md
Byron Amplification,Cowboy Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 133/cowboy-overdrive.md
Byron Amplification,Dark Arts Drive Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 133/dark-arts-drive-overdrive.md
Byron Amplification,Green Concussion Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 134/green-concussion-fuzz.md
Byron Amplification,Her Majesty Drive/Fuzz,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/her-majesty-drive-fuzz.md
Byron Amplification,Jabberwocky Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 134/jabberwocky-distortion.md
Byron Amplification,Lil' Shaman Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/lil-shaman-overdrive.md
Byron Amplification,Pai Mei Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 134/pai-mei-fuzz.md
Byron Amplification,Phattie Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/phattie-overdrive.md
Byron Amplification,Poder Del Alma Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 134/poder-del-alma-fuzz.md
Byron Amplification,POW! Boost/Drive and Fuzz,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/pow-boost-drive-and-fuzz.md
Byron Amplification,Shearling Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/shearling-overdrive.md
Byron Amplification,Viper Ninja Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 134/viper-ninja-overdrive.md
BYW Audio,Blacky' Blower,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 135/byw-blacky-blower.md
BYW Audio,Gros Buzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 135/byw-gros-buzz.md
BZZT Electronics,SELEKTOR 16,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 135/bzzt-selektor-16.md
C.Giant,OD-1 Warm Blues - Overdrive/Distortion,Overdrive / Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 135/c-giant-od-1-warm-blues.md
C.I.C,MOD-7 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 135/cic-mod-7-overdrive.md
C.Q.O.,Super Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 135/cqo-super-distortion.md
C14 Devices,Tone Chaser,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 135/c14-devices-tone-chaser.md
Cactus,MTL-5 Ultra Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 135/cactus-mtl-5-ultra-metal.md
Cactus,OVD-5 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 135/cactus-ovd-5-overdrive.md
Cajita Stompboxes,Bdi.ts with Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 135/cajita-bdi-ts-with-overdrive.md
Cajita Stompboxes,BRIT30 preamplificador tipo Vox AC30 overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 136/brit30-preamplificador-tipo-vox-ac30-overdrive.md
Cajita Stompboxes,Distorsión Marshall CR800 JCM + booster,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 136/distorsion-marshall-cr800-jcm-booster.md
Cajita Stompboxes,Distorsión RAT 6 6 modos,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 136/distorsion-rat-6-6-modos.md
Cajita Stompboxes,Dr Boogie Distorsion Hi Gain Mesa,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 136/dr-boogie-distorsion-hi-gain-mesa.md
