Builder,Pedal,Type
Daredevil Pedals,Logan Square Destroyer,Fuzz
Daredevil Pedals,Northern Creeper,Fuzz
Daredevil Pedals,Nova,Fuzz
Daredevil Pedals,OP Amp Fuzz V5,Fuzz
Daredevil Pedals,Premium Overdrive,Overdrive
Daredevil Pedals,Real Cool Fuzz,Fuzz
Daredevil Pedals,REAL COOL FUZZ,Fuzz
Daredevil Pedals,Red Light District,Distortion
Daredevil Pedals,Ron Asheton Real Cool Fuzz,Fuzz
Daredevil Pedals,Shrineburner Fuzz,Fuzz
Daredevil Pedals,Supernova Fuzz,Fuzz
Daredevil Pedals,Ten Tone Anniversary Fuzz,Fuzz
Daredevil Pedals,the Chicago Rat — selectable high-gain distortion mode,Distortion
Daredevil Pedals,the Chicago Rat — selectable over-clipped fuzz mode,Fuzz
Daredevil Pedals,"The Chicago Way is retained as one builder identity, not split into separate fake pedals for its internal circuits",Overdrive
Daredevil Pedals,Wolf Deluxe Fuzz,Fuzz
Death By Audio,Absolute Destruction,Distortion
Death By Audio,Absolute Destruction,Fuzz
Death By Audio,Absolute Destruction,Overdrive
Death By Audio,Apocalypse,Distortion
Death By Audio,Apocalypse,Fuzz
Death By Audio,Apocalypse,Overdrive
Death By Audio,Bass War,Distortion
Death By Audio,Bass War,Fuzz
Death By Audio,Bass War,Overdrive
Death By Audio,Crossover Fuzz,Fuzz
Death By Audio,Echo Dream 2 (fuzz function),Distortion
Death By Audio,Echo Dream 2 (fuzz function),Fuzz
Death By Audio,Echo Dream 2 (fuzz function),Overdrive
Death By Audio,Fuzz Gun,Fuzz
Death By Audio,Fuzz War,Distortion
Death By Audio,Fuzz War,Fuzz
Death By Audio,Fuzz War,Overdrive
Death By Audio,"Fuzz War (overdrive range explicitly described, but retained primarily as Fuzz; see overlap notes)",Overdrive
Death By Audio,Germanium Filter,Distortion
Death By Audio,Germanium Filter,Fuzz
Death By Audio,Germanium Filter,Overdrive
Death By Audio,"Germanium Filter (overdrive range explicitly described, but retained primarily as Distortion/Fuzz; see overlap notes)",Overdrive
Death By Audio,Harmonic Transformer,Distortion
Death By Audio,Interstellar Overdriver,Distortion
Death By Audio,Interstellar Overdriver,Fuzz
Death By Audio,Interstellar Overdriver,Overdrive
Death By Audio,Interstellar Overdriver Deluxe,Overdrive
Death By Audio,Octave Clang,Distortion
Death By Audio,Octave Clang,Fuzz
Death By Audio,Octave Clang,Overdrive
Death By Audio,Octave Clang V2,Fuzz
Death By Audio,Reverberation Machine (fuzz content not treated as a standalone category; reverb excluded),Fuzz
Death By Audio,Sonic Incinerator,Distortion
Death By Audio,Supersonic Fuzz Gun,Fuzz
Death By Audio,Thee Treble Overload,Distortion
Death By Audio,Thee Treble Overload,Fuzz
Death By Audio,Thee Treble Overload,Overdrive
DigiTech,DigiTech Death Metal,Distortion
DigiTech,DigiTech Grunge,Distortion
DigiTech,Hot Head Distortion,Distortion
DigiTech,none explicitly surfaced as a current DigiTech-branded standalone dirt pedal in the reviewed current shop/catalog,Distortion
DigiTech,none explicitly surfaced as a current DigiTech-branded standalone dirt pedal in the reviewed current shop/catalog,Overdrive
DigiTech,none explicitly surfaced as a current DigiTech-branded standalone fuzz pedal in the reviewed current shop/catalog,Fuzz
DigiTech,none promoted as a DigiTech-branded standalone Fuzz identity in the reviewed material,Fuzz
DigiTech,Redline Modified Overdrive,Overdrive
DigiTech,Screamin' Blues Overdrive / Distortion,Distortion
DigiTech,Screamin' Blues Overdrive / Distortion,Overdrive
DigiTech,X-Series Bass Driver,Distortion
DigiTech,X-Series Bass Driver,Overdrive
DigiTech,X-Series Distortion Factory DF-7,Distortion
DigiTech,X-Series Hot Rod Distortion,Distortion
DigiTech,X-Series Metal Master,Distortion
DigiTech,X-Series Tone Driver,Overdrive
Dirty Boy,AFRO FUZZ,Fuzz
Dirty Boy,JUNIOR DB Fuzz / Dirty Boy Jr. Fuzz,Fuzz
Dirty Boy,JUNIOR DB Overdrive / Dirty Boy Jr. Overdrive,Overdrive
Dirty Boy,None promoted in this block,Distortion
Dirty Boy,PREAMP,Overdrive
Dirty Boy,The Magical MYSTERY FUZZ,Fuzz
DOD Electronics,Badder Monkey,Overdrive
DOD Electronics,Bass Overdrive (FX91),Overdrive
DOD Electronics,Boneshaker,Distortion
DOD Electronics,Carcosa Fuzz,Fuzz
DOD Electronics,Chthonic Fuzz,Fuzz
DOD Electronics,D&S / D&S II Distortion & Sustainer,Distortion
DOD Electronics,Death Metal Distortion (FX86),Distortion
DOD Electronics,Flashback Fuzz (FX66),Fuzz
DOD Electronics,FX100 Even Harmonic Overdrive,Overdrive
DOD Electronics,FX101 Grind Rectifying Overdrive,Overdrive
DOD Electronics,FX102 Mystic Blues Overdrive,Overdrive
DOD Electronics,FX33 Buzz Box,Distortion
DOD Electronics,FX33 Buzz Box,Fuzz
DOD Electronics,FX50-B Overdrive Plus,Overdrive
DOD Electronics,FX51 Juice Box Overdrive,Overdrive
DOD Electronics,FX52 Classic Fuzz,Fuzz
DOD Electronics,FX55C Supra Distortion,Distortion
DOD Electronics,FX56 American Metal,Distortion
DOD Electronics,FX57 Hard Rock Distortion,Distortion
DOD Electronics,FX58 Metal Maniac,Distortion
DOD Electronics,FX59 Thrash Master,Distortion
DOD Electronics,FX66 Flashback Fuzz,Fuzz
DOD Electronics,FX69B Grunge,Distortion
DOD Electronics,FX70 Metal X,Distortion
DOD Electronics,FX76 Punkifier,Distortion
DOD Electronics,FX86 Death Metal Distortion,Distortion
DOD Electronics,FX91 Bass Overdrive,Overdrive
DOD Electronics,Gonkulator,Distortion
DOD Electronics,Grind (FX101),Distortion
DOD Electronics,Grunge (FX69B),Distortion
DOD Electronics,Gunslinger,Distortion
DOD Electronics,Gunslinger,Overdrive
DOD Electronics,Juice Box Overdrive (FX51),Overdrive
DOD Electronics,Looking Glass,Overdrive
DOD Electronics,Metal X (FX70),Distortion
DOD Electronics,Mystic Blues Overdrive (FX102),Overdrive
DOD Electronics,Overdrive Preamp 250,Distortion
DOD Electronics,Overdrive Preamp 250,Overdrive
DOD Electronics,Overdrive Preamp 250-X,Overdrive
DOD Electronics,Performer 555 Distortion,Distortion
DOD Electronics,Supra Distortion (FX55C),Distortion
DOD Electronics,YJM 308 Overdrive Preamp,Overdrive
Dr. Scientist — Ryan Clarke / Tanya Clarke / Neil Graham,Dungeon Crawler,Distortion
Dr. Scientist — Ryan Clarke / Tanya Clarke / Neil Graham,Frazz Dazzler,Fuzz
Dr. Scientist — Ryan Clarke / Tanya Clarke / Neil Graham,The Elements,Distortion
Dr. Scientist — Ryan Clarke / Tanya Clarke / Neil Graham,The Elements,Overdrive
Dr. Scientist Sounds,BitQuest,Fuzz
Dr. Scientist Sounds,Dungeon Crawler,Distortion
Dr. Scientist Sounds,Frazz Dazzler,Fuzz
Dr. Scientist Sounds,The Elements,Distortion
Dr. Scientist Sounds,The Elements,Overdrive
Dwarfcraft Devices,Abaddon,Distortion
Dwarfcraft Devices,Baby Thundaa / Baby Thunder,Distortion
Dwarfcraft Devices,Baby Thundaa / Baby Thunder,Fuzz
Dwarfcraft Devices,Bit Mangler,Fuzz
Dwarfcraft Devices,Dream Mangler,Fuzz
Dwarfcraft Devices,Eau Claire Thunder,Distortion
Dwarfcraft Devices,Eau Claire Thunder,Fuzz
Dwarfcraft Devices,Gears,Overdrive
Dwarfcraft Devices,Hair of the Dog,Fuzz
Dwarfcraft Devices,HAX,Fuzz
Dwarfcraft Devices,Necromancer,Fuzz
Dwarfcraft Devices,Reese Lightning,Fuzz
Dwarfcraft Devices,Robot Devil,Fuzz
Dwarfcraft Devices,Robot Devil,Overdrive
Dwarfcraft Devices,Rot Yr Brain,Fuzz
Dwarfcraft Devices,SheFuzz / formerly Shiva,Fuzz
Dwarfcraft Devices,Silver Rose v2,Fuzz
Dwarfcraft Devices,Spectacular Aenima,Fuzz
Dwarfcraft Devices,Spectacular Aenima,Overdrive
Dwarfcraft Devices,Surrender Dorothy,Fuzz
Dwarfcraft Devices,The Great Destroyer,Distortion
Dwarfcraft Devices,The Great Destroyer,Fuzz
Dwarfcraft Devices,The Internet,Distortion
Dwarfcraft Devices,The Internet,Overdrive
Dwarfcraft Devices,The Secret Destroyer,Fuzz
Dwarfcraft Devices,Zhago,Fuzz
EarthQuaker Devices,Acapulco Gold,Distortion
EarthQuaker Devices,Acapulco Gold — Power Amp Distortion,Distortion
EarthQuaker Devices,Acapulco Gold — Power Amp Distortion,Overdrive
EarthQuaker Devices,Barrows,Fuzz
EarthQuaker Devices,Barrows — Fuzz Attacker,Fuzz
EarthQuaker Devices,Bellows,Fuzz
EarthQuaker Devices,Bellows — Fuzz Driver,Fuzz
EarthQuaker Devices,Black Ash,Fuzz
EarthQuaker Devices,Black Ash — Endangered Fuzz,Fuzz
EarthQuaker Devices,Blumes,Overdrive
EarthQuaker Devices,Blumes — Low Signal Shredder / overdrive,Distortion
EarthQuaker Devices,Blumes — Low Signal Shredder / overdrive,Overdrive
EarthQuaker Devices,Chelsea,Fuzz
EarthQuaker Devices,Chelsea — Low End Fuzz Driver,Fuzz
EarthQuaker Devices,Cloven Hoof,Fuzz
EarthQuaker Devices,Cloven Hoof — Fuzz Grinder,Fuzz
EarthQuaker Devices,Dirt Transmitter,Fuzz
EarthQuaker Devices,Dirt Transmitter — Fuzz Driver,Fuzz
EarthQuaker Devices,Dirt Transmitter Legacy Reissue — consolidated with Dirt Transmitter,Fuzz
EarthQuaker Devices,Dirt Transmitter Legacy Reissue — Fuzz Driver,Fuzz
EarthQuaker Devices,Dunes,Overdrive
EarthQuaker Devices,Dunes — Mini Mega Ultimate Overdrive,Distortion
EarthQuaker Devices,Dunes — Mini Mega Ultimate Overdrive,Overdrive
EarthQuaker Devices,Erupter,Fuzz
EarthQuaker Devices,Erupter — Ultimate Fuzz Tone,Fuzz
EarthQuaker Devices,Fuzz Master General,Fuzz
EarthQuaker Devices,Fuzz Master General Legacy Reissue — consolidated with Fuzz Master General,Fuzz
EarthQuaker Devices,Fuzz Master General Legacy Reissue — Limited Edition Octave Fuzz Blaster,Fuzz
EarthQuaker Devices,Fuzz Master General — Octave Fuzz Blaster,Fuzz
EarthQuaker Devices,Gary,Distortion
EarthQuaker Devices,Gary,Fuzz
EarthQuaker Devices,Gary,Overdrive
EarthQuaker Devices,Gary — Automatic Pulse Width Modulation Fuzz and Dynamic Natural Overdrive,Fuzz
EarthQuaker Devices,Gary — Dynamic Natural Overdrive section within a dual-function fuzz/overdrive pedal,Distortion
EarthQuaker Devices,Gary — Dynamic Natural Overdrive section within a dual-function fuzz/overdrive pedal,Overdrive
EarthQuaker Devices,Gray Channel,Overdrive
EarthQuaker Devices,Gray Channel — Dynamic Dirt Doubler,Distortion
EarthQuaker Devices,Gray Channel — Dynamic Dirt Doubler,Overdrive
EarthQuaker Devices,Hizumitas,Fuzz
EarthQuaker Devices,Hizumitas — Fuzz Sustainar,Fuzz
EarthQuaker Devices,Hoof,Fuzz
EarthQuaker Devices,Hoof — Hybrid Fuzz,Fuzz
EarthQuaker Devices,Hoof Reaper,Fuzz
EarthQuaker Devices,Hoof Reaper — Double Fuzz with Octave Up,Fuzz
EarthQuaker Devices,Monarch,Overdrive
EarthQuaker Devices,Palisades,Overdrive
EarthQuaker Devices,Palisades — Mega Ultimate Overdrive,Distortion
EarthQuaker Devices,Palisades — Mega Ultimate Overdrive,Overdrive
EarthQuaker Devices,Park Fuzz Sound,Fuzz
EarthQuaker Devices,Park Fuzz Sound — Vintage Germanium Fuzz Tone,Fuzz
EarthQuaker Devices,Plumes,Overdrive
EarthQuaker Devices,Plumes — Small Signal Shredder / overdrive,Distortion
EarthQuaker Devices,Plumes — Small Signal Shredder / overdrive,Overdrive
EarthQuaker Devices,Rancho de la Luna Dirt Transmitter,Fuzz
EarthQuaker Devices,Rancho de la Luna Dirt Transmitter — Fuzz Driver,Fuzz
EarthQuaker Devices,Sound Shank,Fuzz
EarthQuaker Devices,Sound Shank — Germanium Fuzz,Fuzz
EarthQuaker Devices,Speaker Cranker,Overdrive
EarthQuaker Devices,Speaker Cranker — Overdrive,Distortion
EarthQuaker Devices,Special Cranker,Overdrive
EarthQuaker Devices,Special Cranker — Overdrive,Distortion
EarthQuaker Devices,Spires,Fuzz
EarthQuaker Devices,Spires — Fuzz Doubler,Fuzz
EarthQuaker Devices,Sunn O))) HalfLife,Distortion
EarthQuaker Devices,Sunn O))) HalfLife — Octave Distortion + Booster,Distortion
EarthQuaker Devices,Sunn O))) HalfLife — Octave Distortion + Booster,Overdrive
EarthQuaker Devices,Sunn O))) Life Pedal / Life Pedal V2 — consolidated identity,Distortion
EarthQuaker Devices,Sunn O))) Life Pedal — Octave Distortion + Booster,Distortion
EarthQuaker Devices,Sunn O))) Life Pedal — Octave Distortion + Booster,Overdrive
EarthQuaker Devices,Sunn O))) Life Pedal - Octave Distortion + Booster; retained as Distortion with the boost component outside scope,Distortion
EarthQuaker Devices,Sunn O))) Life Pedal V2,Distortion
EarthQuaker Devices,Sunn O))) Life Pedal V2 — Octave Distortion + Booster,Distortion
EarthQuaker Devices,Sunn O))) Life Pedal V2 — Octave Distortion + Booster,Overdrive
EarthQuaker Devices,Talons,Overdrive
EarthQuaker Devices,Talons — High Gain Overdrive,Distortion
EarthQuaker Devices,Talons — High Gain Overdrive,Overdrive
EarthQuaker Devices,Terminal,Fuzz
EarthQuaker Devices,Terminal — Destructive Fuzz Device,Fuzz
EarthQuaker Devices,Tone Reaper,Fuzz
EarthQuaker Devices,Westwood — Translucent Drive Manipulator,Distortion
EarthQuaker Devices,Westwood — Translucent Drive Manipulator,Overdrive
EarthQuaker Devices,White Light,Overdrive
EarthQuaker Devices,White Light Legacy Reissue — Overdrive,Distortion
EarthQuaker Devices,White Light Legacy Reissue — Overdrive,Overdrive
EarthQuaker Devices,Zoar,Distortion
EarthQuaker Devices,Zoar — Dynamic Audio Grinder / distortion,Distortion
EarthQuaker Devices,Zoar — Dynamic Audio Grinder / distortion,Overdrive
Electro-Harmonix,Bass Big Muff Pi,Fuzz
Electro-Harmonix,Bass Big Muff Pi 2,Fuzz
Electro-Harmonix,Bass Soul Food,Overdrive
Electro-Harmonix,Bender Royale,Fuzz
Electro-Harmonix,Big Muff Pi,Fuzz
Electro-Harmonix,Big Muff Pi 2,Fuzz
Electro-Harmonix,Big Muff Pi 2 with Tone Wicker,Fuzz
Electro-Harmonix,Big Muff Pi with Tone Wicker,Fuzz
Electro-Harmonix,Crayon Full-Range Overdrive,Overdrive
Electro-Harmonix,Deluxe Bass Big Muff Pi,Fuzz
Electro-Harmonix,Deluxe Bass Big Muff Pi 2,Fuzz
Electro-Harmonix,Deluxe Big Muff 2,Fuzz
Electro-Harmonix,Deluxe Big Muff Pi,Fuzz
Electro-Harmonix,Double Muff,Overdrive
Electro-Harmonix,East River Drive,Overdrive
Electro-Harmonix,EHX Percolator,Fuzz
Electro-Harmonix,English Muff'n,Overdrive
Electro-Harmonix,Flatiron Fuzz,Fuzz
Electro-Harmonix,Germanium 4 Big Muff Pi,Fuzz
Electro-Harmonix,Germanium 4 Big Muff Pi,Overdrive
Electro-Harmonix,Germanium OD,Overdrive
Electro-Harmonix,Green Russian Big Muff Pi,Fuzz
Electro-Harmonix,Hell Melter,Distortion
Electro-Harmonix,Hot Tubes Nano,Overdrive
Electro-Harmonix,Hot Wax Dual Overdrive,Overdrive
Electro-Harmonix,J Mascis Ram's Head Big Muff Pi,Fuzz
Electro-Harmonix,Little Big Muff Pi,Distortion
Electro-Harmonix,Little Big Muff Pi,Fuzz
Electro-Harmonix,Lizard King Bass Octave & Fuzz,Fuzz
Electro-Harmonix,Mainframe,Distortion
Electro-Harmonix,Metal Muff with Top Boost,Distortion
Electro-Harmonix,Micro Metal Muff,Distortion
Electro-Harmonix,Muff Overdrive,Overdrive
Electro-Harmonix,Nano Bass Big Muff Pi,Fuzz
Electro-Harmonix,Nano Battalion Bass Preamp & Overdrive,Overdrive
Electro-Harmonix,Nano Big Muff Pi,Fuzz
Electro-Harmonix,Nano Metal Muff,Distortion
Electro-Harmonix,Nano Operation Overlord,Overdrive
Electro-Harmonix,OD Glove MOSFET Overdrive / Distortion,Overdrive
Electro-Harmonix,Op-Amp Big Muff Pi,Fuzz
Electro-Harmonix,"Pico Triboro Bridge Overdrive, Distortion & Fuzz",Fuzz
Electro-Harmonix,Pocket Metal Muff,Distortion
Electro-Harmonix,Ram's Head Big Muff Pi,Fuzz
Electro-Harmonix,Ripped Speaker Fuzz,Fuzz
Electro-Harmonix,Satisfaction Plus,Fuzz
Electro-Harmonix,Soul Food,Overdrive
Electro-Harmonix,Soul POG Overdrive / Octave Multi-Effect,Overdrive
Electro-Harmonix,Sovtek Deluxe Big Muff Pi,Fuzz
Electro-Harmonix,Spruce Goose,Overdrive
Electro-Harmonix,Triangle Big Muff Pi,Fuzz
Electro-Harmonix,Tube Zipper,Overdrive
Electronic Audio Experiments,Citadel,Overdrive
Electronic Audio Experiments,Glaive,Fuzz
Electronic Audio Experiments,Greathammer,Overdrive
Electronic Audio Experiments,Halberd,Overdrive
Electronic Audio Experiments,Limelight,Overdrive
Electronic Audio Experiments,Longsword,Distortion
Electronic Audio Experiments,Model feT,Overdrive
Electronic Audio Experiments,Surveyor,Distortion
Electronic Audio Experiments,The Bard,Overdrive
Empress Effects,Distortion,Distortion
Empress Effects,Drive,Overdrive
Empress Effects,Fuzz,Fuzz
Empress Effects,Germ Drive,Overdrive
Empress Effects,Heavy,Distortion
Empress Effects,Heavy Menace,Distortion
Empress Effects,Multidrive,Distortion
Empress Effects,Multidrive,Fuzz
Empress Effects,Multidrive,Overdrive
Fairfield Circuitry,20% More,Distortion
Fairfield Circuitry,~900,Fuzz
Fairfield Circuitry,Barbershop — consolidated across V1 / Millennium Edition,Overdrive
Fairfield Circuitry,Modèle B,Overdrive
Fairfield Circuitry,The Unpleasant Surprise,Fuzz
Fender,Compugilist Compressor/Distortion,Distortion
Fender,Fender Blender,Distortion
Fender,Fender Distortion Pedal,Distortion
Fender,Fender Drive Pedal,Overdrive
Fender,Fender Fuzz Wah Pedal,Fuzz
Fender,Fender Shields Blender,Fuzz
Fender,Full Moon Distortion,Distortion
Fender,Hammertone Distortion,Distortion
Fender,Hammertone Fuzz,Fuzz
Fender,Hammertone Metal,Distortion
Fender,Hammertone Overdrive,Overdrive
Fender,MTG:LA Tube Distortion,Distortion
Fender,MTG Tube Distortion Pedal,Distortion
Fender,Pugilist Distortion,Distortion
Fender,Santa Ana Overdrive,Overdrive
Fender,Smolder Acoustic Overdrive,Overdrive
Fender,The Pelt Fuzz,Fuzz
Fender,The Trapper Dual Fuzz,Fuzz
Fender,Yngwie Malmsteen Overdrive Pedal,Overdrive
Fjord Fuzz,Berserk — consolidated identity across V1/V2/V3,Fuzz
Fjord Fuzz,Bjørn,Fuzz
Fjord Fuzz,Bufo,Fuzz
Fjord Fuzz,Dovre,Fuzz
Fjord Fuzz,Fjord-Fuzz Super-Fuzz,Fuzz
Fjord Fuzz,Gjallarhorn,Fuzz
Fjord Fuzz,Hedda,Fuzz
Fjord Fuzz,Måne,Fuzz
Fjord Fuzz,Midgard,Fuzz
Fjord Fuzz,Midnattsol,Fuzz
Fjord Fuzz,Mjølner,Fuzz
Fjord Fuzz,Odin,Fuzz
Fjord Fuzz,SOL,Fuzz
Fjord Fuzz,Thor,Fuzz
Foxgear,Bass Muffin,Distortion
Foxgear,Cream,Overdrive
Foxgear,Fenix,Distortion
Foxgear,Fenix,Overdrive
Foxgear,Manic,Fuzz
Foxgear,Muffin,Distortion
Foxgear,Rats,Distortion
Foxgear,Ryder,Distortion
Foxgear,Sinister,Distortion
Friedman Amplification,BE-OD,Distortion
Friedman Amplification,BE-OD,Overdrive
Friedman Amplification,BE-OD Deluxe,Distortion
Friedman Amplification,BE-OD Deluxe,Overdrive
Friedman Amplification,Dirty Shirley Pedal,Distortion
Friedman Amplification,Dirty Shirley Pedal,Overdrive
Friedman Amplification,Fuzz Fiend,Fuzz
Friedman Amplification,Golden Pearl,Distortion
Friedman Amplification,Golden Pearl,Overdrive
Friedman Amplification,Motor City Drive,Distortion
Friedman Amplification,Motor City Drive,Overdrive
Friedman Amplification,Smallbox Overdrive Pedal,Distortion
Friedman Amplification,Smallbox Overdrive Pedal,Overdrive
Fulltone,69 Pedal mkII,Fuzz
Fulltone,70 Pedal-BC,Fuzz
Fulltone,Full-Drive,Overdrive
Fulltone,Full-Drive1,Distortion
Fulltone,Full-Drive1,Overdrive
Fulltone,Full-Drive2,Overdrive
Fulltone,Full-Drive2 v2,Distortion
Fulltone,Full-Drive2 v2,Overdrive
Fulltone,Full-Drive3,Distortion
Fulltone,Full-Drive3,Overdrive
Fulltone,Hi-Mu,Distortion
Fulltone,Hi-Mu,Overdrive
Fulltone,Limited Edition OCD,Distortion
Fulltone,Limited Edition OCD,Overdrive
Fulltone,Mas Malo,Distortion
Fulltone,Mas Malo,Fuzz
Fulltone,Mas Malo,Overdrive
Fulltone,OCD,Distortion
Fulltone,OCD-Germanium,Distortion
Fulltone,OCD-Germanium,Overdrive
Fulltone,OCDv2,Distortion
Fulltone,OCDv2,Overdrive
Fulltone,Octafuzz 2,Fuzz
Fulltone,PlimSoul mkII,Distortion
Fulltone,PlimSoul mkII,Overdrive
Fulltone,Queen Bee,Fuzz
Fulltone,Soul-Bender v2,Fuzz
Fulltone,Ultimate Octave,Fuzz
Greer Amps,390 Vintage OD/Preamp,Overdrive
Greer Amps,Batch O' Ass,Distortion
Greer Amps,Batch O' Ass,Fuzz
Greer Amps,Black Fuzz,Distortion
Greer Amps,Black Fuzz,Fuzz
Greer Amps,Black Mountain Crunch Drive,Overdrive
Greer Amps,Brown Bomber,Distortion
Greer Amps,Brown Bomber,Fuzz
Greer Amps,Brown Bomber,Overdrive
Greer Amps,Burning Goat,Overdrive
Greer Amps,Fuzzy Wooly Bear,Fuzz
Greer Amps,Fuzzy Wooly Bear,Overdrive
Greer Amps,Ghetto Driver,Distortion
Greer Amps,Ghetto Driver,Fuzz
Greer Amps,Ghetto Stomp,Distortion
Greer Amps,Ghetto Stomp,Fuzz
Greer Amps,Ghetto Stomp,Overdrive
Greer Amps,Gorilla Warfare MKII,Distortion
Greer Amps,Green Giant,Distortion
Greer Amps,Green Giant,Fuzz
Greer Amps,Hammer,Distortion
Greer Amps,Lightspeed Organic Overdrive,Overdrive
Greer Amps,Little Samson,Distortion
Greer Amps,Little Samson,Overdrive
Greer Amps,Mizuki Blue,Overdrive
Greer Amps,Mori Drive,Overdrive
Greer Amps,No.9 Drive and Distortion,Distortion
Greer Amps,No.9 Drive and Distortion,Fuzz
Greer Amps,No.9 Drive and Distortion,Overdrive
Greer Amps,Peacemaker,Distortion
Greer Amps,Peacemaker,Overdrive
Greer Amps,Razor Burn,Distortion
Greer Amps,Razor Burn,Fuzz
Greer Amps,Reactor #4,Distortion
Greer Amps,Reactor #4,Fuzz
Greer Amps,Relic Drive,Overdrive
Greer Amps,Royal Velvet,Overdrive
Greer Amps,SOMA 63 Vintage Preamp,Overdrive
Greer Amps,SOUL THRUST FUZZ UNIT,Distortion
Greer Amps,SOUL THRUST FUZZ UNIT,Fuzz
Greer Amps,Southland Harmonic Overdrive,Overdrive
Greer Amps,Sucker Punch Distortion,Distortion
Greer Amps,Sucker Punch Distortion,Fuzz
Greer Amps,Supa Cobra Overdrive,Overdrive
Greer Amps,Super Hornet,Fuzz
Greer Amps,Sweetback Driver,Distortion
Greer Amps,Tarpit,Fuzz
Greer Amps,Texas Voodoo,Distortion
Greer Amps,Texas Voodoo,Fuzz
Greer Amps,Tomahawk Deluxe Drive,Overdrive
Greer Amps,Tone Smuggler,Distortion
Greer Amps,Tone Smuggler,Fuzz
Greer Amps,Tone Smuggler,Overdrive
HardWire,CM-2 Tube Overdrive,Overdrive
HardWire,none identified,Distortion
HardWire,none identified,Fuzz
HardWire,none identified,Overdrive
HardWire,SC-2 Valve Distortion,Distortion
HardWire,TL-2 Metal Distortion,Distortion
Himmelstrutz Elektro Art,FETTO 9.0,Distortion
Himmelstrutz Elektro Art,FETTO Apache,Overdrive
Himmelstrutz Elektro Art,FETTO C-Luxe,Overdrive
Himmelstrutz Elektro Art,FETTO Custom,Distortion
Himmelstrutz Elektro Art,FETTO Jr,Overdrive
Himmelstrutz Elektro Art,FETTO Maximus,Overdrive
Himmelstrutz Elektro Art,FETTO Nord+,Overdrive
Himmelstrutz Elektro Art,FETTO Nord 70+,Overdrive
Himmelstrutz Elektro Art,FETTO SC,Overdrive
Himmelstrutz Elektro Art,FETTO Standard,Distortion
Himmelstrutz Elektro Art,FETTO Standard,Overdrive
Himmelstrutz Elektro Art,FITZO+,Overdrive
Himmelstrutz Elektro Art,FUGAZI,Distortion
Himmelstrutz Elektro Art,FUGAZI Jr,Distortion
Himmelstrutz Elektro Art,GRAMPS,Distortion
Himmelstrutz Elektro Art,GRAMPS+,Distortion
Himmelstrutz Elektro Art,GRAMPS,Fuzz
Himmelstrutz Elektro Art,GRAMPS+,Fuzz
Himmelstrutz Elektro Art,TÔNKer,Overdrive
Hudson Electronics,Broadcast,Distortion
Hudson Electronics,Broadcast,Fuzz
Hudson Electronics,Broadcast,Overdrive
Hudson Electronics,Broadcast-AP,Overdrive
Hudson Electronics,Buzzoid,Fuzz
Hudson Electronics,Motorcycle — limited collaboration with Joe's Pedals,Overdrive
Hudson Electronics,Overdrive Eight Fifty,Fuzz
Hudson Electronics,Shapes Of Things,Fuzz
Hudson Electronics,Sidecar,Distortion
Hudson Electronics,Sidecar,Fuzz
Hudson Electronics,Sidecar,Overdrive
Hudson Electronics,Standard Machine,Fuzz
Hudson Electronics,Stroll On Jnr,Fuzz
IdiotBox Effects,Black Fortress Bass Distortion,Distortion
IdiotBox Effects,Black Fortress Bass Distortion,Fuzz
IdiotBox Effects,Blackout,Fuzz
IdiotBox Effects,Blasteroid Fuzz,Fuzz
IdiotBox Effects,Blower Box Bass Distortion,Distortion
IdiotBox Effects,Blower Box Deluxe,Distortion
IdiotBox Effects,Cool Buzz Bass Fuzz,Fuzz
IdiotBox Effects,-D4 Distortion Reissue,Distortion
IdiotBox Effects,-D4 Distortion Reissue,Overdrive
IdiotBox Effects,Death Master,Distortion
IdiotBox Effects,DeathRay,Fuzz
IdiotBox Effects,Dungeon Master,Distortion
IdiotBox Effects,Dungeon Master,Fuzz
IdiotBox Effects,Han-Taun Overdrive,Overdrive
IdiotBox Effects,Heavy Weapon,Distortion
IdiotBox Effects,Heavy Weapon,Fuzz
IdiotBox Effects,Hobo Santa Fuzz,Fuzz
IdiotBox Effects,Holy Trooper Fuzz (retired),Fuzz
IdiotBox Effects,Landphil Bass Distortion,Distortion
IdiotBox Effects,Lazer Fuzz (retired),Fuzz
IdiotBox Effects,Lazer Phazer (retired),Fuzz
IdiotBox Effects,Lost Ark,Fuzz
IdiotBox Effects,Monster Fuzz,Fuzz
IdiotBox Effects,Necrofier Echo Drive,Overdrive
IdiotBox Effects,Nihilizer,Distortion
IdiotBox Effects,No Moon,Distortion
IdiotBox Effects,No Moon,Fuzz
IdiotBox Effects,No Moon,Overdrive
IdiotBox Effects,No Moon 2,Distortion
IdiotBox Effects,No Moon 2,Fuzz
IdiotBox Effects,No Moon 2,Overdrive
IdiotBox Effects,No Moon 2 — coming soon,Distortion
IdiotBox Effects,No Moon 2 — coming soon,Fuzz
IdiotBox Effects,No Moon 2 — coming soon,Overdrive
IdiotBox Effects,Power Drive,Overdrive
IdiotBox Effects,PowerBoost (retired),Overdrive
IdiotBox Effects,REDRUM V2,Distortion
IdiotBox Effects,repo man,Overdrive
IdiotBox Effects,Ron Fucking Swanson Super Fuzz,Fuzz
IdiotBox Effects,Static Fuzz,Fuzz
